Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
24,35,4,Grocery,5,Divorced,6,1,3,293.8,0
2,16,4,Mobile Phone,3,Married,7,0,3,148.77,0
20,9,4,Fashion,1,Married,6,1,,228.68,0
22,29,4,Grocery,1,Married,5,0,8,296.74,0
0,20,4,Mobile Phone,4,Married,2,1,2,137.43,1
0,23,3,Mobile,3,Married,1,1,0,127.41,1
11,26,4,Fashion,4,Single,3,1,10,201.42,0
14,8,4,Mobile Phone,4,Married,5,0,4,148.87,0
10,25,4,Laptop & Accessory,1,Single,4,0,10,202.79,0
2,16,4,Laptop & Accessory,3,Single,10,0,4,158.69,0
10,16,3,Mobile Phone,4,Married,2,0,7,139.36,0
6,16,1,Fashion,3,Married,1,1,8,183.8,0
0,15,3,Laptop & Accessory,1,Single,2,0,7,141.05,0
9,34,4,Laptop & Accessory,3,Married,4,0,8,193.83,0
,6,3,Mobile,5,Married,5,0,2,121.94,0
1,21,4,Fashion,2,Single,2,1,8,200.53,1
6,11,4,Mobile,2,Divorced,2,0,2,129.11,0
2,13,3,Laptop & Accessory,2,Married,2,1,0,166.23,0
3,35,3,Fashion,4,Married,4,0,3,192.5,0
9,7,4,Fashion,3,Single,3,0,,212.89,0
10,7,6,Fashion,5,Married,4,1,,227.52,0
8,23,3,Laptop & Accessory,5,Divorced,4,1,7,189.66,0
10,10,4,Mobile Phone,1,Married,7,0,1,153.35,0
1,15,5,Mobile Phone,1,Married,8,0,3,146.8,1
,9,3,Mobile,1,Married,5,0,4,120.97,0
26,9,5,Others,3,Single,3,1,13,315.68,0
1,36,4,Mobile Phone,5,Married,3,0,3,164.07,0
15,11,4,Fashion,3,Married,2,1,,229.47,0
3,16,3,Fashion,3,Single,10,0,2,196.67,0
11,10,4,Laptop & Accessory,4,Single,5,0,2,166.07,0
3,6,4,Laptop & Accessory,1,Married,2,1,0,151.26,0
1,34,4,Fashion,2,Divorced,3,0,10,201.39,1
0,16,4,Mobile Phone,3,Single,2,0,0,112,0
18,7,4,Mobile Phone,1,Single,8,1,3,149.36,0
7,29,4,Laptop & Accessory,4,Married,2,0,8,186.46,0
1,21,4,Mobile Phone,5,Divorced,3,1,9,147.35,0
5,27,4,Laptop & Accessory,3,Divorced,3,0,1,194.32,0
,24,3,Mobile,2,Single,2,0,7,121.53,0
5,,3,Mobile,5,Single,2,0,2,124.39,0
24,12,4,Mobile,3,Single,1,0,7,128.38,0
7,12,4,Laptop & Accessory,1,Married,8,0,,224.98,0
11,13,3,Laptop & Accessory,5,Married,6,1,8,184.74,0
15,8,5,Others,1,Married,2,0,9,298.45,1
13,11,4,Fashion,5,Married,6,1,12,204.75,0
4,29,4,Laptop & Accessory,2,Divorced,1,0,8,155.82,0
23,7,5,Grocery,3,Single,9,1,8,264.64,0
,9,3,Mobile,4,Married,4,1,3,122.77,0
7,13,4,Laptop & Accessory,2,Married,5,0,8,202.25,0
15,8,3,Others,3,Married,6,0,14,288.8,0
13,16,4,Laptop & Accessory,5,Married,3,0,10,176.51,0
9,9,1,Laptop & Accessory,5,Married,7,0,4,168.42,0
16,15,4,Others,1,Married,3,0,10,309.3,0
12,17,4,Laptop & Accessory,1,Married,3,0,10,178.43,0
4,,3,Mobile,4,Single,2,0,0,125.01,0
0,10,4,Mobile,2,Divorced,1,0,4,131.62,0
5,19,4,Others,3,Divorced,3,0,9,320.45,1
2,35,5,Laptop & Accessory,3,Married,9,0,6,163.84,0
15,35,5,Laptop & Accessory,1,Single,5,0,0,142.72,0
0,25,3,Mobile Phone,1,Married,4,0,2,136.69,0
26,14,4,Fashion,4,Single,9,0,,229.45,0
28,27,4,Laptop & Accessory,3,Single,5,0,4,173.69,0
8,8,5,Fashion,3,Married,3,1,7,195.83,0
14,19,4,Laptop & Accessory,5,Married,4,0,8,169.48,0
0,31,1,Mobile,1,Single,2,1,1,129.94,0
11,8,3,Laptop & Accessory,5,Married,4,0,7,168.93,0
9,11,5,Mobile Phone,1,Married,3,0,3,148.76,0
4,13,3,Laptop & Accessory,5,Married,2,0,12,143.06,0
5,16,3,Laptop & Accessory,1,Single,9,0,0,146.48,0
,6,4,Mobile,4,Single,2,1,2,121.74,1
1,15,6,Mobile Phone,3,Married,3,0,3,171.21,0
9,13,6,Laptop & Accessory,1,Single,3,0,9,191.46,0
17,17,5,Laptop & Accessory,3,Married,3,0,1,177.57,0
,14,4,Mobile Phone,4,Single,2,0,0,112.61,1
8,,1,Mobile,4,Married,1,0,3,124.26,0
14,16,5,Laptop & Accessory,2,Divorced,11,0,3,173.76,0
9,17,3,Fashion,1,Married,1,0,8,197.38,0
5,18,3,Grocery,5,Single,1,1,14,237.58,1
22,24,4,Others,3,Married,2,1,9,295.02,0
15,17,4,Laptop & Accessory,2,Single,9,0,11,187.3,0
19,11,3,Laptop & Accessory,4,Married,2,1,2,150.21,0
22,14,4,Laptop & Accessory,5,Married,6,0,3,179.86,0
2,8,6,Laptop & Accessory,1,Married,2,0,6,191.74,0
23,34,3,Grocery,5,Divorced,5,1,2,268.8,0
9,9,3,Laptop & Accessory,4,Single,4,1,1,192.78,0
11,13,4,Laptop & Accessory,2,Single,1,0,5,140.28,0
1,16,4,Laptop & Accessory,5,Single,2,1,4,207.24,1
0,21,3,Fashion,3,Married,8,1,7,236.1,1
7,7,3,Laptop & Accessory,1,Married,10,0,1,154.84,0
13,25,4,Laptop & Accessory,3,Single,2,0,8,170.34,0
26,26,4,Mobile Phone,1,Married,2,0,3,167.58,0
10,17,5,Laptop & Accessory,3,Married,3,1,8,181.73,0
7,34,4,Laptop & Accessory,3,Married,2,0,7,167.12,0
13,22,4,Laptop & Accessory,3,Single,7,0,0,150.94,0
7,12,4,Laptop & Accessory,2,Divorced,8,0,,224.98,0
3,6,5,Mobile Phone,3,Divorced,4,0,2,138.33,0
23,6,3,Others,2,Married,4,0,6,295.17,0
2,7,5,Laptop & Accessory,1,Married,3,1,8,193.34,0
15,32,3,Fashion,5,Divorced,4,1,0,231.91,0
15,13,5,Laptop & Accessory,4,Single,8,1,3,185.32,0
0,31,3,Mobile,1,Single,2,1,1,127.95,1
0,,3,Mobile,5,Single,2,0,0,125.52,0
28,14,4,Grocery,4,Married,2,1,0,235.77,0
1,16,4,Mobile Phone,5,Married,3,0,3,150,0
0,8,5,Laptop & Accessory,1,Single,4,0,0,150.71,0
11,6,4,Fashion,3,Single,10,1,0,153.81,1
15,18,3,Mobile,4,Married,9,0,4,127.66,0
15,17,6,Laptop & Accessory,4,Single,3,0,10,186.51,0
3,16,2,Mobile Phone,3,Married,8,0,1,149.51,0
12,21,3,Grocery,5,Single,1,0,10,233.41,0
16,16,5,Others,1,Single,10,0,2,321.13,0
0,,3,Mobile,3,Married,2,0,0,123.77,1
,13,4,Mobile,4,Married,2,0,1,121.41,0
4,16,3,Laptop & Accessory,1,Married,3,1,4,165.83,0
,19,3,Mobile,4,Married,5,0,4,121.43,0
7,14,3,Laptop & Accessory,5,Married,4,0,0,151.21,0
9,13,3,Mobile Phone,1,Single,3,0,1,146.78,0
12,30,5,Fashion,3,Single,2,0,,220.26,0
17,16,4,Laptop & Accessory,3,Married,5,1,8,181.79,0
3,10,4,Mobile Phone,5,Single,3,1,6,172.23,0
1,15,5,Mobile Phone,3,Single,3,1,3,164.89,1
2,14,4,Laptop & Accessory,2,Divorced,2,1,2,150.56,0
7,16,3,Mobile Phone,3,Married,2,1,0,138.15,0
29,33,2,Others,4,Married,6,1,5,321.36,0
16,,3,Mobile,3,Single,5,0,2,124.38,0
7,9,3,Laptop & Accessory,2,Single,1,0,4,177.56,0
10,8,5,Laptop & Accessory,3,Married,2,0,3,168.74,0
,17,3,Mobile,5,Married,1,0,4,120.99,0
18,6,2,Others,2,Divorced,1,0,7,292.02,0
9,35,2,Laptop & Accessory,3,Married,3,0,9,159.07,0
,6,4,Mobile,5,Divorced,2,0,2,122.18,0
18,7,4,Laptop & Accessory,1,Married,6,1,3,182.43,0
0,11,3,Mobile,3,Single,2,1,2,134.41,1
13,13,4,Fashion,4,Single,6,0,3,208.76,0
4,23,4,Laptop & Accessory,3,Divorced,10,0,3,178.01,0
,10,3,Mobile,2,Single,19,1,0,122.85,1
0,,3,Mobile,4,Married,3,1,2,123.73,1
3,17,4,Mobile Phone,4,Married,3,0,3,147.97,0
1,28,2,Mobile Phone,1,Single,3,0,3,151.78,0
15,9,4,Grocery,4,Single,3,0,5,285.15,0
30,30,4,Grocery,4,Married,6,1,10,259.02,0
21,23,2,Laptop & Accessory,3,Married,3,1,8,175.67,0
1,7,6,Mobile Phone,4,Single,9,1,8,147.16,1
25,10,4,Grocery,4,Single,5,0,1,262.34,0
13,19,4,Laptop & Accessory,4,Married,6,0,1,177.95,0
10,11,3,Laptop & Accessory,2,Married,8,0,4,163.47,0
14,25,3,Laptop & Accessory,5,Married,3,0,0,130.72,0
14,14,3,Laptop & Accessory,4,Married,6,0,4,143.93,0
0,14,2,Laptop & Accessory,4,Divorced,1,0,2,148.51,0
,12,3,Laptop & Accessory,3,Divorced,3,1,5,123.06,0
1,10,4,Mobile Phone,5,Single,7,1,5,151.57,1
19,8,3,Laptop & Accessory,2,Married,3,0,4,173.79,0
19,24,3,Fashion,3,Married,6,0,2,205.27,0
1,14,4,Mobile Phone,1,Married,3,1,3,147.75,1
,8,4,Mobile,3,Single,2,0,0,122.74,0
23,12,4,Laptop & Accessory,3,Married,4,0,3,191.51,0
18,24,6,Mobile Phone,3,Single,4,0,1,147.9,0
4,29,5,Laptop & Accessory,3,Married,4,1,1,188.8,1
18,26,5,Fashion,5,Married,3,1,7,208.51,0
16,25,4,Laptop & Accessory,5,Married,8,1,3,179.1,0
17,15,4,Laptop & Accessory,4,Married,6,0,1,172.65,0
1,7,4,Mobile Phone,4,Single,3,0,2,145.96,0
24,14,4,Fashion,4,Married,6,0,,224.9,0
19,8,3,Fashion,1,Married,4,0,7,185.78,0
1,27,4,Fashion,3,Married,5,0,,223.24,1
17,13,3,Others,1,Married,1,1,10,290.49,0
1,9,5,Mobile Phone,3,Single,3,0,3,145.44,1
25,5,3,Fashion,4,Single,8,0,0,204.45,0
8,14,3,Mobile Phone,3,Single,2,0,4,143.23,0
12,27,4,Laptop & Accessory,1,Married,4,1,4,161.2,0
19,13,4,Fashion,5,Married,6,1,1,257.45,0
,27,4,Mobile,4,Single,2,1,0,121.21,1
14,21,4,Laptop & Accessory,5,Married,3,0,3,171.39,0
9,25,2,Laptop & Accessory,5,Married,3,0,11,177.08,0
17,26,3,Mobile,4,Single,2,0,3,134.2,0
1,15,4,Mobile Phone,3,Single,3,0,1,144.04,1
13,15,3,Laptop & Accessory,5,Married,1,0,1,154.73,0
1,9,3,Mobile,4,Married,2,0,0,128.56,0
12,22,5,Fashion,1,Married,2,1,10,240.1,0
21,13,3,Laptop & Accessory,5,Married,5,0,2,154.86,0
7,10,4,Mobile Phone,4,Married,5,1,4,147.77,0
6,9,4,Laptop & Accessory,3,Single,6,1,8,174.98,0
5,7,4,Laptop & Accessory,5,Divorced,3,0,4,166.48,0
5,7,4,Laptop & Accessory,2,Single,10,1,6,184.93,1
6,10,4,Mobile Phone,4,Married,9,0,2,138.38,0
29,9,4,Grocery,1,Single,4,1,3,291.59,0
8,,4,Mobile,2,Divorced,2,0,2,123.76,0
0,6,4,Mobile Phone,5,Married,2,0,3,139.55,0
12,17,4,Laptop & Accessory,1,Married,3,0,10,178.43,0
19,14,4,Laptop & Accessory,5,Married,9,1,7,146.15,0
0,11,3,Mobile,1,Single,2,0,2,131.17,0
11,16,3,Mobile,3,Divorced,1,0,2,126.84,0
,11,3,Laptop & Accessory,2,Divorced,4,0,0,120.86,1
0,18,3,Laptop & Accessory,1,Single,4,1,7,145.81,1
10,8,4,Laptop & Accessory,1,Married,6,0,0,151.63,0
13,13,2,Fashion,3,Married,4,0,7,207.37,0
1,25,4,Mobile Phone,2,Single,3,0,1,151.93,1
2,9,3,Mobile Phone,5,Single,2,1,5,147.23,0
21,11,5,Fashion,4,Married,10,1,,228.33,0
14,33,5,Laptop & Accessory,1,Married,5,1,1,169.22,0
3,27,4,Laptop & Accessory,1,Married,4,0,3,194.31,0
19,15,4,Laptop & Accessory,1,Married,11,0,9,161.97,0
26,7,4,Grocery,2,Divorced,4,0,9,295.99,0
19,14,4,Laptop & Accessory,5,Married,9,1,7,146.15,0
3,27,4,Mobile Phone,1,Married,3,0,11,163.12,0
19,20,3,Mobile Phone,4,Married,10,1,3,149.63,1
27,9,5,Fashion,4,Married,4,0,13,200.25,0
3,15,3,Laptop & Accessory,5,Married,2,0,10,130.72,0
0,10,4,Mobile Phone,3,Single,6,0,2,138.94,1
22,11,3,Laptop & Accessory,3,Divorced,3,0,2,166.51,0
13,31,5,Grocery,1,Married,2,0,7,245.31,0
0,8,3,Mobile,3,Single,3,0,0,134.85,1
15,8,3,Others,3,Married,6,0,14,288.8,0
20,20,3,Laptop & Accessory,4,Married,9,0,7,154.67,0
11,18,4,Laptop & Accessory,5,Married,3,0,2,162.88,0
1,11,5,Mobile Phone,3,Single,7,0,3,163.94,1
1,9,4,Mobile Phone,5,Divorced,9,0,8,152.07,1
1,11,5,Laptop & Accessory,1,Single,3,1,4,169.87,0
,9,4,Mobile,1,Married,4,0,0,121.77,0
8,10,4,Mobile Phone,2,Divorced,2,0,3,162.37,0
19,24,3,Fashion,3,Divorced,6,0,2,205.27,0
1,24,5,Mobile Phone,1,Married,7,0,4,148.67,1
3,17,4,Mobile Phone,3,Single,3,0,1,151.42,0
14,14,4,Others,4,Single,3,0,9,323.33,0
7,17,5,Laptop & Accessory,1,Single,5,0,2,171.82,0
8,26,5,Mobile Phone,1,Married,3,0,8,154.29,0
14,11,5,Fashion,1,Married,9,0,12,233.55,0
28,26,4,Laptop & Accessory,5,Married,11,1,5,179.85,0
9,16,4,Laptop & Accessory,3,Married,2,1,7,156.73,0
1,13,3,Laptop & Accessory,5,Single,1,0,3,148.98,0
10,10,5,Fashion,1,Married,2,0,5,201.44,0
6,12,4,Mobile Phone,4,Single,4,0,8,152.18,0
30,16,4,Mobile Phone,3,Married,4,0,4,154.42,0
4,17,5,Laptop & Accessory,3,Married,3,0,5,190.78,0
15,9,1,Laptop & Accessory,2,Divorced,3,1,3,152.31,0
28,8,3,Grocery,1,Single,3,1,2,266.59,0
1,13,6,Mobile Phone,3,Married,2,0,1,148.51,1
9,15,5,Fashion,2,Divorced,6,1,,228.77,0
9,14,4,Fashion,3,Single,5,0,,227.21,0
,8,1,Mobile,2,Divorced,2,0,7,120.11,0
6,,3,Mobile,1,Single,5,0,0,124.96,0
16,,3,Mobile,3,Single,5,0,2,124.38,0
,19,3,Mobile,4,Divorced,4,0,4,121.43,0
15,19,1,Laptop & Accessory,5,Married,6,0,0,155.38,0
1,9,4,Mobile Phone,3,Single,4,0,1,159.85,1
1,7,4,Mobile Phone,3,Single,2,0,6,145.58,1
9,25,4,Laptop & Accessory,3,Married,3,0,1,171.01,0
7,35,4,Laptop & Accessory,3,Married,3,1,8,177.07,0
9,9,4,Laptop & Accessory,4,Single,7,0,3,169.25,0
7,10,3,Laptop & Accessory,3,Divorced,10,0,2,165.38,0
0,8,1,Laptop & Accessory,3,Married,2,0,7,152.06,0
20,7,5,Fashion,5,Married,4,1,6,231.73,0
3,13,4,Mobile Phone,2,Divorced,3,0,9,156.31,0
1,8,4,Mobile Phone,3,Married,5,0,3,154.09,1
1,10,4,Mobile Phone,1,Married,3,0,1,145.61,0
,12,3,Mobile,3,Divorced,9,0,2,122.67,0
24,27,4,Grocery,3,Married,4,1,14,237.45,0
11,12,2,Mobile Phone,3,Single,2,0,4,160,0
1,27,4,Fashion,3,Divorced,5,0,,223.24,1
20,9,4,Others,1,Married,9,1,3,318.28,0
25,35,3,Mobile,1,Married,3,0,0,134.82,0
0,10,4,Laptop & Accessory,5,Married,2,0,3,142.56,0
14,10,5,Laptop & Accessory,4,Married,7,0,2,164.3,0
1,15,2,Mobile Phone,3,Married,9,0,3,160.17,0
19,9,4,Laptop & Accessory,1,Single,6,0,4,176.6,1
31,23,4,Laptop & Accessory,5,Single,10,0,3,179.05,0
8,9,4,Mobile Phone,3,Married,8,0,3,147.31,0
7,6,1,Laptop & Accessory,2,Married,1,0,9,197.25,0
1,11,3,Mobile Phone,5,Divorced,4,0,3,153.19,0
8,6,4,Mobile,3,Single,2,0,4,128.59,0
6,15,4,Fashion,1,Single,3,0,,214.98,0
4,26,1,Mobile,2,Divorced,1,0,2,127.91,0
4,7,6,Mobile Phone,3,Married,5,0,3,163.33,0
9,7,5,Laptop & Accessory,2,Divorced,2,0,1,178.63,0
2,8,3,Laptop & Accessory,3,Married,2,0,2,146.49,0
30,7,5,Fashion,1,Married,4,0,0,208.83,0
1,23,4,Fashion,3,Married,4,0,1,206.61,1
30,,3,Mobile,3,Married,2,0,2,123.72,0
23,18,3,Fashion,1,Single,5,0,1,192.08,0
,6,3,Mobile,1,Married,2,0,3,120.44,0
,13,3,Mobile,1,Married,2,1,2,122.75,1
2,7,4,Mobile Phone,1,Married,3,0,3,152.06,0
18,35,3,Fashion,1,Divorced,5,1,2,193.8,0
17,11,3,Others,4,Married,8,0,10,282.13,0
19,16,4,Laptop & Accessory,4,Married,10,0,16,148.48,0
5,8,3,Laptop & Accessory,4,Married,1,0,6,154.7,0
10,9,5,Laptop & Accessory,1,Single,3,0,9,163.86,0
0,32,3,Laptop & Accessory,2,Single,2,0,4,161.8,0
26,36,4,Mobile Phone,1,Married,4,0,1,159.82,0
0,,5,Mobile,5,Divorced,2,0,1,124.51,0
10,15,4,Laptop & Accessory,4,Married,2,0,3,141.89,0
8,14,4,Mobile Phone,3,Married,2,1,8,148.08,0
24,18,4,Others,4,Single,5,0,5,324.26,0
1,13,6,Laptop & Accessory,3,Divorced,6,1,8,186.72,1
10,15,3,Fashion,5,Divorced,11,0,6,242.13,0
,15,3,Mobile,2,Divorced,2,0,4,120.7,0
14,13,4,Grocery,3,Single,9,0,14,257.37,0
31,23,4,Laptop & Accessory,5,Single,10,0,3,179.05,0
,13,3,Mobile,4,Single,3,0,3,120.13,0
8,14,4,Mobile Phone,1,Single,3,0,1,154.72,0
9,33,3,Laptop & Accessory,3,Married,7,0,7,152.37,0
4,14,4,Mobile Phone,4,Single,2,0,3,154.83,0
,9,3,Mobile,1,Married,2,0,0,120.61,0
2,12,4,Laptop & Accessory,2,Single,3,0,3,174.08,0
17,34,1,Grocery,1,Married,4,1,11,233.2,0
5,13,2,Laptop & Accessory,1,Married,6,0,8,179.6,0
14,16,4,Laptop & Accessory,3,Married,5,0,8,164.75,0
0,,3,Mobile,3,Married,2,0,0,123.77,1
1,27,4,Mobile Phone,4,Married,2,1,5,146.48,1
5,11,4,Laptop & Accessory,4,Single,3,0,,218.55,1
3,15,5,Laptop & Accessory,2,Divorced,3,1,3,175.56,0
24,6,3,Mobile,1,Married,2,0,0,127.23,0
1,17,5,Mobile Phone,3,Single,3,0,1,137,0
12,14,3,Laptop & Accessory,5,Married,3,1,8,181.05,0
1,33,4,Laptop & Accessory,1,Married,3,1,9,181.17,1
20,6,3,Fashion,4,Married,1,0,,219.57,0
0,,5,Mobile,1,Single,2,1,0,123.4,1
20,9,4,Grocery,3,Married,8,0,2,303.61,0
18,12,5,Mobile Phone,3,Single,5,0,4,156.62,0
10,16,2,Mobile Phone,4,Married,3,0,3,153.1,0
12,9,4,Mobile Phone,4,Married,7,0,9,150.92,0
15,14,3,Others,2,Married,2,0,9,284.3,0
28,8,3,Grocery,2,Single,3,1,2,266.59,0
10,10,4,Laptop & Accessory,4,Single,6,0,8,169.85,0
27,25,3,Laptop & Accessory,5,Married,10,1,4,154.85,0
20,8,3,Laptop & Accessory,2,Married,6,0,4,150.7,0
0,33,3,Laptop & Accessory,1,Single,2,1,7,158.13,1
6,17,4,Mobile Phone,3,Married,8,0,4,159.33,0
13,6,3,Laptop & Accessory,3,Single,4,1,0,147.28,1
0,33,3,Fashion,1,Married,2,0,9,176.39,1
,8,3,Mobile,3,Married,3,0,2,120.01,0
7,7,4,Laptop & Accessory,5,Single,1,0,9,153.43,0
10,16,4,Fashion,1,Married,6,0,,225.96,1
8,34,4,Mobile Phone,4,Single,4,0,3,148.11,0
1,7,6,Mobile Phone,5,Single,2,0,1,148.25,1
14,,3,Mobile,3,Married,5,0,8,124.51,0
1,9,2,Laptop & Accessory,3,Single,2,0,8,190,0
1,35,3,Laptop & Accessory,5,Married,8,1,0,166.73,1
4,6,5,Laptop & Accessory,5,Married,2,0,7,150.03,0
14,9,4,Laptop & Accessory,2,Single,3,0,9,171.61,0
6,11,3,Laptop & Accessory,2,Divorced,7,0,2,199.98,0
19,32,5,Laptop & Accessory,1,Married,2,0,9,184.06,0
18,34,4,Grocery,4,Single,2,0,6,267.04,0
0,,3,Mobile,4,Single,2,1,2,124.78,0
19,9,4,Laptop & Accessory,3,Married,6,0,8,176.54,0
11,21,4,Mobile Phone,5,Married,3,0,18,155.34,0
1,21,4,Mobile Phone,2,Divorced,7,1,5,149.36,1
15,19,4,Mobile Phone,2,Divorced,5,1,1,172.66,0
13,19,4,Laptop & Accessory,4,Married,6,0,1,177.95,0
1,26,2,Laptop & Accessory,1,Single,10,1,5,178.04,1
13,15,4,Mobile Phone,3,Married,3,0,8,162.55,0
21,10,4,Grocery,1,Married,3,0,2,252.02,0
0,11,1,Laptop & Accessory,5,Married,2,0,5,140,0
6,11,5,Laptop & Accessory,3,Married,3,0,9,186.62,0
15,8,3,Fashion,1,Married,3,1,9,201.24,0
4,35,4,Laptop & Accessory,2,Divorced,3,0,10,182.75,0
12,9,4,Mobile Phone,2,Divorced,3,1,1,142.02,0
4,8,3,Mobile,2,Married,1,1,2,126.95,0
0,19,3,Laptop & Accessory,4,Single,6,0,0,157.65,1
24,20,3,Laptop & Accessory,2,Divorced,5,0,7,149.36,0
12,30,4,Laptop & Accessory,1,Married,11,0,3,182.45,0
0,19,3,Laptop & Accessory,5,Married,3,0,2,142.33,1
14,6,2,Fashion,5,Divorced,2,0,7,183.92,0
8,15,4,Laptop & Accessory,4,Single,10,0,0,165.4,0
17,15,4,Laptop & Accessory,3,Married,6,1,3,170.22,0
9,9,3,Mobile,1,Married,6,0,0,128.35,0
14,23,4,Mobile Phone,3,Married,11,0,1,160.44,0
5,14,1,Laptop & Accessory,1,Married,2,0,8,162.09,0
11,8,1,Laptop & Accessory,5,Single,7,1,12,159.8,0
21,12,4,Laptop & Accessory,3,Single,3,0,2,142.4,0
10,9,4,Mobile Phone,3,Married,6,0,3,150.43,0
19,8,3,Others,5,Single,4,0,1,289.47,0
0,7,4,Mobile,3,Married,2,1,0,129.33,0
0,23,3,Mobile,3,Married,1,1,0,127.41,1
16,33,4,Grocery,4,Divorced,7,0,9,260.25,0
7,,1,Mobile,3,Divorced,1,0,0,125.85,0
6,13,4,Laptop & Accessory,3,Single,3,0,8,175.1,0
18,16,4,Mobile Phone,5,Married,3,1,2,150.59,0
6,9,4,Mobile Phone,4,Divorced,3,0,8,148.7,0
17,10,3,Laptop & Accessory,4,Single,10,0,3,159.33,0
17,22,5,Laptop & Accessory,2,Divorced,5,0,3,193.04,0
2,8,5,Mobile Phone,3,Married,3,0,1,140.63,0
31,12,5,Fashion,4,Married,4,1,,230.52,0
17,8,1,Fashion,1,Married,2,1,7,178.79,0
4,7,4,Mobile Phone,3,Married,2,0,4,145.64,0
0,29,4,Laptop & Accessory,3,Married,2,0,8,135.4,0
7,16,4,Laptop & Accessory,3,Married,2,0,7,150.63,0
8,16,3,Laptop & Accessory,3,Single,4,1,4,161.42,0
19,9,4,Laptop & Accessory,3,Married,6,0,8,176.54,0
5,16,3,Fashion,1,Single,3,0,,212.44,0
10,9,3,Fashion,3,Married,2,0,8,194.34,0
19,6,3,Others,1,Married,10,0,2,296.27,0
7,28,4,Laptop & Accessory,1,Married,2,1,11,157.47,0
14,15,4,Laptop & Accessory,1,Married,5,1,3,165.69,0
8,8,4,Mobile Phone,1,Single,1,1,4,149.3,0
16,9,2,Laptop & Accessory,5,Married,9,0,4,187.72,0
7,28,2,Mobile Phone,4,Married,3,0,14,145.28,0
0,31,1,Mobile,2,Single,2,1,1,129.94,0
1,16,4,Laptop & Accessory,1,Single,3,0,8,166.05,0
20,10,2,Grocery,5,Married,4,0,9,257.25,0
8,31,4,Fashion,4,Divorced,4,0,8,209.03,0
5,9,4,Laptop & Accessory,1,Single,6,1,6,190.82,0
11,26,4,Laptop & Accessory,3,Married,5,0,3,182.68,0
4,8,3,Mobile,3,Married,2,0,3,134.77,0
1,32,4,Mobile Phone,2,Single,3,1,2,152.95,1
12,25,3,Laptop & Accessory,1,Married,9,0,2,139.02,0
7,11,4,Laptop & Accessory,1,Married,2,0,13,139.86,0
18,11,5,Laptop & Accessory,5,Single,2,1,4,157.69,0
4,13,3,Laptop & Accessory,1,Married,4,0,7,159.15,0
0,25,1,Laptop & Accessory,1,Single,9,1,4,153.04,1
1,8,5,Laptop & Accessory,3,Single,3,0,3,171.17,0
1,13,4,Mobile Phone,2,Divorced,3,1,3,151.59,0
1,12,4,Mobile Phone,4,Single,2,0,3,149.22,1
8,11,3,Fashion,4,Single,1,0,13,180.95,0
0,19,3,Laptop & Accessory,3,Single,4,1,2,198.54,1
13,28,6,Laptop & Accessory,3,Married,8,0,3,182.36,0
1,9,4,Mobile Phone,5,Married,2,0,3,155.41,1
28,6,3,Others,5,Single,1,1,13,290.45,0
13,9,4,Mobile,3,Divorced,2,1,2,126.83,1
16,21,4,Laptop & Accessory,1,Married,4,0,2,168.04,0
4,7,4,Mobile Phone,4,Married,3,0,8,162.48,0
20,8,4,Mobile,2,Single,2,1,2,132.94,0
0,33,3,Fashion,2,Divorced,2,0,9,176.39,1
9,,4,Mobile,5,Married,1,0,3,123.42,0
3,35,3,Laptop & Accessory,5,Married,9,0,3,141.15,0
3,30,2,Mobile Phone,3,Married,3,0,8,152,0
14,13,4,Grocery,1,Single,3,1,8,289.37,0
19,19,3,Laptop & Accessory,4,Single,7,0,9,155.62,0
,29,3,Laptop & Accessory,4,Married,5,0,2,120.42,0
,9,3,Mobile,3,Married,2,0,0,120.83,0
9,,3,Mobile,3,Single,5,0,9,125.19,0
0,13,4,Fashion,2,Married,10,0,,215.57,0
4,12,2,Laptop & Accessory,2,Married,5,0,7,154.6,0
31,7,5,Laptop & Accessory,3,Single,9,0,4,179.73,0
25,25,3,Mobile Phone,1,Married,1,0,2,142.58,0
8,13,3,Fashion,3,Single,4,0,6,202.21,0
0,24,1,Mobile,5,Married,1,0,0,129.56,1
0,15,4,Mobile,3,Divorced,1,1,0,133.88,1
9,15,4,Laptop & Accessory,3,Married,3,0,10,166.48,0
9,25,4,Laptop & Accessory,5,Married,2,0,5,25,0
11,14,4,Fashion,3,Single,6,0,3,261.64,0
,26,3,Laptop & Accessory,3,Single,1,0,2,122.72,0
1,17,4,Laptop & Accessory,5,Single,3,0,9,167.13,1
0,,3,Mobile,3,Single,2,1,7,123.94,1
2,8,4,Laptop & Accessory,4,Married,3,0,0,166.44,0
5,8,3,Laptop & Accessory,3,Single,5,1,7,149.98,0
9,6,5,Fashion,5,Married,3,1,7,202.52,0
2,11,4,Laptop & Accessory,4,Married,2,1,9,141.87,0
14,12,3,Fashion,2,Single,4,1,0,235.91,0
19,6,3,Fashion,5,Married,8,0,3,193.96,0
1,14,4,Mobile Phone,3,Married,5,1,8,158.39,1
16,35,5,Laptop & Accessory,2,Divorced,2,0,5,170.23,0
11,7,4,Fashion,1,Single,6,0,3,199.91,0
1,13,2,Mobile Phone,5,Divorced,3,1,1,141.01,1
